timestamp	open	high	low	close	volume	quoteVolume	symbol	gap_apertura_pct	volatilidad_diaria	vol_5d	vol_10d	vol_rel_5d	return_pct	close_open_pct	range_pct	volume_change_pct	rsi_14	macd	macd_signal	macd_diff	atr_14	momentum_12	bb_upper	bb_lower	bb_pctb	vader	finbert	sentiment_ratio	sentiment_combined	download_date	added_date	target_category	target	target_num
2025-07-15 16:00:00	5.435	5.659	5.401	5.535	2106036.199226	11651755.767356709	ICPUSDT	0.0	4.776893167931865	0.0	0.0	0.0	0.0	1.8399264029438922	4.776893167931865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Medium	1.2466124661246605	2.0
2025-07-16 16:00:00	5.535	5.778	5.484	5.604	1807659.140621	10182494.360173784	ICPUSDT	0.0	5.361050328227564	0.0	0.0	0.0	1.2466124661246603	1.2466124661246603	5.361050328227564	-14.167707977415485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	High	3.372591006423984	3.0
2025-07-17 16:00:00	5.604	6.18	5.455	5.793	3952113.370489	23245042.518313847	ICPUSDT	0.0	13.29055912007332	0.0	0.0	0.0	3.372591006423984	3.372591006423984	13.29055912007332	118.63155955006528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-3.0208872777490043	0.0
2025-07-18 16:00:00	5.793	5.884	5.525	5.618	1932809.316304	10994732.38760465	ICPUSDT	0.0	6.497737556561085	0.0	0.0	0.0	-3.0208872777490043	-3.0208872777490043	6.497737556561085	-51.09428462410604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Very High	8.561765752936985	4.0
2025-07-19 16:00:00	5.618	6.113	5.589	6.099	1514377.664552	8850128.68875903	ICPUSDT	0.0	9.375559134013239	3.5140413828881703	0.0	0.6693088664972509	8.561765752936985	8.561765752936985	9.375559134013239	-21.64888425476668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Medium	1.5576323987538898	2.0
2025-07-20 16:00:00	6.099	6.267	5.861	6.194	3079104.454156	18796543.78283717	ICPUSDT	0.0	6.927145538304054	3.155643850096768	0.0	1.2530882419539642	1.5576323987538898	1.5576323987538898	6.927145538304054	103.32474033595149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-3.002906038101388	0.0
2025-07-21 16:00:00	6.194	6.221	5.791	6.008	2549816.72	15304881.59104	ICPUSDT	0.0	7.425315144189254	2.790490737604113	0.0	0.9785743645090297	-3.0029060381013877	-3.0029060381013877	7.425315144189254	-17.189664788461382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-4.760319573901458	0.0
2025-07-22 16:00:00	6.008	6.147	5.596	5.722	2694520.2	15890732.8772	ICPUSDT	0.0	9.846318799142246	1.503170721571522	0.0	1.144594884287829	-4.760319573901458	-4.760319573901458	9.846318799142246	5.675054166246112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-0.9437259699405848	0.0
2025-07-23 16:00:00	5.722	5.762	5.261	5.668	2769556.12	15345365.82484	ICPUSDT	0.0	9.522904390800218	1.3400550692071902	0.0	1.0983872872566376	-0.9437259699405849	-0.9437259699405849	9.522904390800218	2.784759973222688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-4.516584333098098	0.0
2025-07-24 16:00:00	5.668	5.675	5.32	5.412	1657090.04	9073518.4009	ICPUSDT	0.0	6.6729323308270585	1.4949393365662327	2.5484798675893194	0.6498347699813231	-4.516584333098098	-4.516584333098098	6.6729323308270585	-40.16766701228644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	High	4.841093865484118	3.0
2025-07-25 16:00:00	5.412	5.697	5.387	5.674	740021.64	4143030.85088	ICPUSDT	0.0	5.754594393911278	1.784678679410909	2.4283041275153665	0.3554035656992767	4.841093865484118	4.841093865484118	5.754594393911278	-55.342098369018025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Medium	0.5287275290800029	2.0
2025-07-26 16:00:00	5.674	5.777	5.632	5.704	912079.84	5198987.33768	ICPUSDT	0.0	2.5745738636363718	2.9845408099669815	2.889451674000696	0.5198062208026696	0.5287275290800029	0.5287275290800029	2.5745738636363718	23.250428190181026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-0.2805049088359049	0.0
2025-07-27 16:00:00	5.704	6.006	5.654	5.688	1150048.5	6683858.97876	ICPUSDT	0.0	6.2256809338521455	2.4797019685677735	2.168527609048072	0.7954633646647559	-0.2805049088359049	-0.2805049088359049	6.2256809338521455	26.090770737789803	0.0	0.0	0.0	0.0	0.0	2.764227642276415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-3.8502109704641247	0.0
2025-07-28 16:00:00	5.688	5.741	5.443	5.469	906151.9	5044753.46578	ICPUSDT	0.0	5.474921918059895	1.612359451592147	2.2226084554772725	0.8444414811732895	-3.8502109704641247	-3.8502109704641247	5.474921918059895	-21.2075055965031	43.54282531573241	0.0	0.0	0.0	0.3934285714285714	-2.408993576017127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-1.6090692996891582	0.0
2025-07-29 16:00:00	5.469	5.507	5.222	5.381	944304.56	5078480.59938	ICPUSDT	0.0	5.457679050172333	1.4441171873745327	2.0950638343171297	1.0148124198529889	-1.6090692996891582	-1.6090692996891582	5.457679050172333	4.21040445867851	40.93229872047613	0.0	0.0	0.0	0.38568367346938764	-7.112031762471947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Low	0.4088459394164533	1.0
