timestamp	close	high	low	open	volume	symbol	gap_apertura_pct	volatilidad_diaria	vol_5d	vol_10d	vol_rel_5d	return_pct	close_open_pct	range_pct	volume_change_pct	rsi_14	macd	macd_signal	macd_diff	atr_14	momentum_12	bb_upper	bb_lower	bb_pctb	vader	finbert	sentiment_ratio	sentiment_combined	download_date	added_date	target_category	target	target_num
2025-06-05	200.402572631836	204.5178973620389	199.92310578136207	203.26931435006065	55126100	AAPL	0.0	2.2982794123365293	0.0	0.0	0.0	0.0	-1.4103170109029315	2.2982794123365293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Medium	1.6398266946650906	2
2025-06-06	203.68882751464844	205.4668084267123	201.82095228760733	202.76987228695745	46607700	AAPL	1.1812720884928336	1.806480495597607	0.0	0.0	0.0	1.6398266946650906	0.4532010684459535	1.806480495597607	-15.452571467961636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-1.2112562253018984	0
2025-06-09	201.2216339111328	205.76647909477697	199.79326227022588	204.15830357568728	72862600	AAPL	0.2304868984554808	2.9896988300196767	0.0	0.0	0.0	-1.2112562253018984	-1.4384277362815006	2.9896988300196767	56.33167910023451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Medium	0.6056071840847012	2
2025-06-10	202.44024658203125	204.11835001917973	200.34263633745985	200.3726011094186	54672600	AAPL	-0.4219391251385859	1.8846281304594672	0.0	0.0	0.0	0.6056071840847012	1.0319003003227714	1.8846281304594672	-24.964796754439178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-1.919376045629784	0
2025-06-11	198.55465698242188	204.2681738718989	198.18508130061548	203.26930749599725	60989900	AAPL	0.4095336416368461	3.069399841482689	0.5965717286443193	0.0	1.0506120570290869	-1.919376045629784	-2.319410919264444	3.069399841482689	11.554782468732054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Low	0.2112895022761998	1
2025-06-12	198.97418212890625	199.45363372918547	197.13627162659284	198.85432303920933	43904600	AAPL	0.1509237110535201	1.1755127980618778	0.8188815343264355	0.0	0.7867153291995983	0.2112895022761998	0.060274822224148	1.1755127980618778	-28.01332679673192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-1.3805244367089131	0
2025-06-13	196.227294921875	200.1428492549886	195.47814514596445	199.50357538920457	51447300	AAPL	0.2660612822397987	2.386304671318109	0.7924815767629408	0.0	0.9061547783018702	-1.3805244367089131	-1.6422164168927746	2.386304671318109	17.17974881903035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Medium	1.0028031208825663	2
2025-06-16	198.195068359375	198.46476655376847	196.33717625414863	197.07634287373045	43020700	AAPL	0.4326859584919058	1.0836410812314936	0.8356985989831764	0.0	0.8467471621047643	1.0028031208825663	0.5676609730683552	1.0836410812314936	-16.379090836642547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Negative	-1.4010719296581575	0
2025-06-17	195.418212890625	198.1650953641773	194.98870767431248	196.9764419642561	38856200	AAPL	-0.6148621180165939	1.6290110990274866	0.8461488418003561	0.0	0.8155573009171824	-1.4010719296581575	-0.7910738249165205	1.6290110990274866	-9.680223706262334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Low	0.4804743182752335	1
2025-06-18	196.35714721679688	197.3460303816964	194.84886452825484	195.71787336797544	45394700	AAPL	0.1533431674140639	1.281591175543885	0.5310132717052748	0.7125603850858528	1.0195397161575486	0.4804743182752335	0.3266302856354425	1.281591175543885	16.82743037147225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	High	2.2484505141329243	3
2025-06-20	200.7721405029297	201.4713439140944	196.6368343380514	198.01527480684123	96813500	AAPL	0.8444447342747493	2.4585981524355165	0.62918298564877	0.7227364555387993	1.7568442041661887	2.2484505141329243	1.3922490064353394	2.4585981524355165	113.2704919296746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	Low	0.2487573343361491	1
